event_id,tiger_id,filename,timestamp,camera_id,latitude,longitude,grid_id,zone,zone_type,habitat,range,station_id,trail_type,previous_camera,distance_from_previous_km,bearing_deg,estimated_travel_time_hr,home_range_id,distance_from_hr_center_km,inside_home_range,distance_to_core_boundary_km,distance_to_buffer_km,distance_to_village_km,nearest_village,distance_to_water_km,nearest_water,prey_density,water_availability,human_disturbance,camera_operational,camera_detection_probability,image_quality,reid_confidence,movement_state,behavioral_state,season,alert_level,ambient_temp_c,lighting_condition,camera_type,nearest_village_dist_km,event_type,anomaly_type,anomaly_confidence
50d1ff44-c41,40,001059.jpg,2022-07-05 06:00:00,CAM-0081,21.53739,79.179886,G002004,buffer,buffer,mixed_forest,Paoni Buffer,CAM-0081,ridge,CAM-0075,1.812,191.9,0.6,HR-40,1.195,True,2.002,3.562,2.06,Ghoti,4.212,Paoni Nala,0.39,0.348,0.471,True,0.256,excellent,0.88,RESTING,resting,monsoon,CAUTION,25.2,Dawn / Dusk,CCTV / Solar Camera,2.06,observation,normal,0.0
c0c6bcae-651,42,001646.jpg,2022-07-05 06:00:00,CAM-0087,21.551809,79.319924,G003011,buffer,buffer,teak_forest,Nagalwadi Buffer,CAM-0087,forest_road,CAM-0087,0.0,0.0,0.0,HR-42,0.92,True,1.802,2.327,2.634,Khapa,10.36,NH-44 Culvert Pool,0.416,0.0,0.444,True,0.206,partial,0.51,RESTING,resting,monsoon,CAUTION,27.4,Dawn / Dusk,Camera Trap (Wildlife),2.634,observation,normal,0.0
69f4d96d-5de,54,001536.jpg,2022-07-05 06:00:00,CAM-0072,21.572058,79.179391,G004004,core_forest,core_forest,teak_forest,Saleghat,CAM-0072,animal_trail,CAM-0073,2.262,278.2,0.75,HR-54,1.128,True,1.415,7.056,3.146,Wadamba,2.947,Saleghat Nala,0.838,0.477,0.225,True,0.22,partial,0.57,SLOW,slow_movement,monsoon,SAFE,27.6,Dawn / Dusk,Camera Trap (Wildlife),3.146,observation,normal,0.0
4db6eb93-77e,55,000129.jpg,2022-07-05 06:00:00,CAM-0101,21.64605,79.20352,G008005,core_forest,core_forest,teak_forest,Sillari Buffer Sector,CAM-0101,ridge,CAM-0026,1.707,178.1,0.57,HR-55,1.063,True,8.077,11.491,10.825,Ghiregaon,4.789,Chorbahuli Nala,0.899,0.505,0.05,True,0.064,poor,0.29,SLOW,slow_movement,monsoon,SAFE,27.4,Dawn / Dusk,Camera Trap (Wildlife),10.825,observation,prey_driven_movement,0.4
b5f3ae52-336,60,000829.jpg,2022-07-05 06:00:00,CAM-0039,21.65985,79.243359,G009007,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0039,ridge,CAM-0039,0.0,0.0,0.0,HR-60,0.5,True,9.897,12.511,10.371,Bandara,1.785,Chorbahuli Nala,0.869,0.655,0.249,True,0.058,partial,0.56,SLOW,slow_movement,monsoon,SAFE,24.3,Dawn / Dusk,Camera Trap (Wildlife),10.371,observation,normal,0.0
994b3e6a-ced,72,004423.jpg,2022-07-05 06:00:00,CAM-0025,21.679297,79.184406,G010004,core_forest,core_forest,mixed_forest,West Pench,CAM-0025,streambed,CAM-0025,0.0,0.0,0.0,HR-72,1.538,True,5.686,9.251,7.192,Bodalkasa,6.227,Pench River North,0.74,0.0,0.083,True,0.411,excellent,0.9,NORMAL,normal_travel,monsoon,SAFE,26.6,Dawn / Dusk,Camera Trap (Wildlife),7.192,observation,normal,0.0
9979e273-8d7,117,003398.jpg,2022-07-05 06:00:00,CAM-0019,21.626318,79.338994,G007012,core_forest,core_forest,mixed_forest,East Pench,CAM-0019,animal_trail,CAM-0019,0.0,0.0,0.0,HR-117,1.699,True,3.186,6.346,4.998,Sillari,2.787,East Pench Nala,0.811,0.521,0.159,True,0.343,partial,0.52,EXPLORATORY,exploratory,monsoon,SAFE,25.8,Dawn / Dusk,Camera Trap (Wildlife),4.998,observation,normal,0.0
2ca600f4-fd5,145,002765.jpg,2022-07-05 06:00:00,CAM-0046,21.678507,79.262817,G010008,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0046,crossing,CAM-0050,1.8,257.9,0.6,HR-145,0.37,True,7.662,10.329,8.163,Bandara,3.947,Chorbahuli Nala,0.858,0.344,0.249,True,0.463,poor,0.3,NORMAL,normal_travel,monsoon,SAFE,25.2,Dawn / Dusk,Camera Trap (Wildlife),8.163,observation,prey_driven_movement,0.4
0fa6e9e8-9f4,187,003267.jpg,2022-07-05 06:00:00,CAM-0053,21.715437,79.239766,G012007,core_forest,core_forest,teak_forest,Devalapar,CAM-0053,crossing,CAM-0059,2.142,271.0,0.71,HR-187,1.962,True,3.741,6.37,4.562,Bandara,0.778,Pench River North,1.0,0.873,0.18,True,0.555,partial,0.58,NORMAL,normal_travel,monsoon,SAFE,26.8,Dawn / Dusk,Camera Trap (Wildlife),4.562,observation,normal,0.0
4073c1b4-b81,220,002880.jpg,2022-07-05 06:00:00,CAM-0122,21.571889,79.257793,G004008,core_forest,core_forest,grassland,NH-44 Corridor,CAM-0122,animal_trail,CAM-0095,2.035,0.1,0.68,HR-220,0.286,True,2.539,7.545,7.896,Paoni,5.797,Jamni River,0.836,0.295,0.084,True,0.072,partial,0.52,RESTING,resting,monsoon,SAFE,26.9,Dawn / Dusk,Camera Trap (Wildlife),7.896,observation,normal,0.0
8159655a-e73,237,000713.jpg,2022-07-05 06:00:00,CAM-0056,21.733428,79.222533,G013006,core_forest,core_forest,mixed_forest,Devalapar,CAM-0056,animal_trail,CAM-0053,2.672,318.4,0.89,HR-237,1.749,True,1.799,4.477,2.836,Hiwra,2.9,Pench River North,0.841,0.744,0.17,True,0.086,occluded,0.33,NORMAL,normal_travel,monsoon,SAFE,24.0,Dawn / Dusk,Camera Trap (Wildlife),2.836,observation,normal,0.0
c83111b4-e3c,81,004331.jpg,2022-07-05 09:00:00,CAM-0014,21.608399,79.358705,G006013,core_forest,core_forest,teak_forest,East Pench,CAM-0014,streambed,CAM-0014,0.0,0.0,0.0,HR-81,0.657,True,0.423,3.524,2.738,Sillari,5.483,East Pench Nala,0.722,0.08,0.24,True,0.676,occluded,0.35,RESTING,resting,monsoon,SAFE,26.0,Daylight,Camera Trap (Wildlife),2.738,observation,normal,0.0
43131c27-abf,96,002123.jpg,2022-07-05 09:00:00,CAM-0075,21.553358,79.183519,G003004,buffer,buffer,mixed_forest,Paoni Buffer,CAM-0075,animal_trail,CAM-0085,2.184,278.2,0.73,HR-96,0.726,True,0.237,5.346,2.943,Wadamba,4.565,Paoni Nala,0.491,0.226,0.444,True,0.504,excellent,0.97,RESTING,resting,monsoon,CAUTION,24.6,Daylight,Camera Trap (Wildlife),2.943,observation,normal,0.0
2a0f5c6a-98c,109,004975.jpg,2022-07-05 09:00:00,CAM-0085,21.550547,79.204509,G003005,core_forest,core_forest,mixed_forest,Paoni Buffer,CAM-0085,crossing,CAM-0073,2.096,170.4,0.7,HR-109,1.229,True,0.177,5.76,3.973,Sawara,2.783,Paoni Nala,0.783,0.471,0.191,True,0.565,good,0.83,SLOW,slow_movement,monsoon,SAFE,24.3,Daylight,Camera Trap (Wildlife),3.973,observation,normal,0.0
79d480a9-618,136,003831.jpg,2022-07-05 09:00:00,CAM-0088,21.537241,79.262542,G002008,buffer,buffer,teak_forest,Nagalwadi Buffer,CAM-0088,crossing,CAM-0088,0.0,0.0,0.0,HR-136,0.675,True,1.335,3.793,4.364,Chargaon,4.455,Paoni Nala,0.523,0.306,0.595,True,0.159,partial,0.59,SLOW,slow_movement,monsoon,CAUTION,25.4,Daylight,Camera Trap (Wildlife),4.364,observation,normal,0.0
c06bdeac-8ff,172,000154.jpg,2022-07-05 09:00:00,CAM-0053,21.715437,79.239766,G012007,core_forest,core_forest,teak_forest,Devalapar,CAM-0053,crossing,CAM-0057,1.922,351.0,0.64,HR-172,2.316,True,3.741,6.37,4.562,Bandara,0.778,Pench River North,0.838,0.744,0.11,True,0.053,partial,0.52,RESTING,resting,monsoon,SAFE,24.8,Daylight,Camera Trap (Wildlife),4.562,observation,normal,0.0
2dfefc6b-4e3,195,001175.jpg,2022-07-05 09:00:00,CAM-0069,21.608057,79.199865,G006005,core_forest,core_forest,teak_forest,Saleghat,CAM-0069,streambed,CAM-0064,1.837,353.4,0.61,HR-195,1.05,True,6.005,11.015,7.486,Wadamba,2.073,Jamni River,0.85,0.679,0.068,True,0.102,occluded,0.31,RESTING,resting,monsoon,SAFE,24.7,Daylight,Camera Trap (Wildlife),7.486,observation,normal,0.0
520046c7-b8d,211,000433.jpg,2022-07-05 09:00:00,CAM-0019,21.626318,79.338994,G007012,core_forest,core_forest,mixed_forest,East Pench,CAM-0019,animal_trail,CAM-0019,0.0,0.0,0.0,HR-211,0.739,True,3.186,6.346,4.998,Sillari,2.787,East Pench Nala,0.811,0.521,0.159,True,0.225,occluded,0.37,SLOW,slow_movement,monsoon,SAFE,24.3,Daylight,Camera Trap (Wildlife),4.998,observation,normal,0.0
e7d48282-da7,228,002735.jpg,2022-07-05 09:00:00,CAM-0080,21.532353,79.202565,G002005,buffer,buffer,teak_forest,Paoni Buffer,CAM-0080,forest_road,CAM-0080,0.0,0.0,0.0,HR-228,1.468,True,1.854,3.73,1.944,Sawara,1.815,Paoni Nala,0.695,0.674,0.466,True,0.285,poor,0.28,SLOW,slow_movement,monsoon,CAUTION,25.8,Daylight,CCTV / Solar Camera,1.944,observation,normal,0.0
511fff81-8a9,12,004323.jpg,2022-07-05 12:00:00,CAM-0064,21.591622,79.201925,G005005,core_forest,core_forest,riparian_forest,Saleghat,CAM-0064,streambed,CAM-0102,3.155,321.5,1.05,HR-12,0.247,True,4.476,10.057,6.315,Wadamba,0.364,Jamni River,1.0,0.943,0.12,True,0.407,poor,0.28,RESTING,resting,monsoon,SAFE,30.7,Daylight,Camera Trap (Wildlife),6.315,observation,normal,0.0
4b440377-134,34,004421.jpg,2022-07-05 12:00:00,CAM-0120,21.753893,79.184744,G014004,buffer,buffer,teak_forest,North Buffer,CAM-0120,forest_road,CAM-0105,1.987,81.6,0.66,HR-34,0.039,True,1.051,2.115,2.38,Chikhli,0.457,North Buffer Pond,0.589,0.867,0.452,True,0.433,excellent,0.95,RESTING,resting,monsoon,CAUTION,29.7,Daylight,CCTV / Solar Camera,2.38,observation,normal,0.0
d779b6c4-be8,69,003076.jpg,2022-07-05 12:00:00,CAM-0031,21.682028,79.142899,G010002,core_forest,core_forest,teak_forest,West Pench,CAM-0031,crossing,CAM-0023,1.838,189.0,0.61,HR-69,0.632,True,1.071,4.634,3.91,Ghiregaon,6.405,Bodalkasa Waterhole,0.758,0.0,0.201,True,0.301,excellent,0.89,RESTING,resting,monsoon,SAFE,31.5,Daylight,Camera Trap (Wildlife),3.91,observation,normal,0.0
92988ef0-1c2,130,000828.jpg,2022-07-05 12:00:00,CAM-0022,21.714623,79.203699,G012005,core_forest,core_forest,teak_forest,West Pench,CAM-0022,ridge,CAM-0024,1.751,9.5,0.58,HR-130,1.953,True,3.669,6.671,4.954,Hiwra,3.265,Pench River North,0.834,0.383,0.11,True,0.096,occluded,0.34,RESTING,resting,monsoon,SAFE,28.0,Daylight,Camera Trap (Wildlife),4.954,observation,normal,0.0
f2b134d0-049,160,001694.jpg,2022-07-05 12:00:00,CAM-0025,21.679297,79.184406,G010004,core_forest,core_forest,mixed_forest,West Pench,CAM-0025,streambed,CAM-0030,2.343,5.2,0.78,HR-160,2.522,True,5.686,9.251,7.192,Bodalkasa,6.227,Pench River North,0.74,0.0,0.083,True,0.075,poor,0.3,RESTING,resting,monsoon,SAFE,29.6,Daylight,Camera Trap (Wildlife),7.192,observation,normal,0.0
df32ba9e-352,240,001339.jpg,2022-07-05 12:00:00,CAM-0050,21.681894,79.279911,G010009,core_forest,core_forest,bamboo,Chorbahuli,CAM-0050,streambed,CAM-0011,1.695,274.0,0.56,HR-240,1.402,True,6.407,9.763,7.66,Manegaon,3.938,Kulbehra Stream,0.857,0.597,0.073,True,0.092,poor,0.31,RESTING,resting,monsoon,SAFE,30.1,Daylight,Camera Trap (Wildlife),7.66,observation,normal,0.0
8933ce7f-fe6,244,001116.jpg,2022-07-05 12:00:00,CAM-0047,21.622745,79.237739,G007007,core_forest,core_forest,bamboo,Chorbahuli,CAM-0047,animal_trail,CAM-0047,0.0,0.0,0.0,HR-244,1.067,True,8.511,13.612,11.365,Wadamba,2.774,Chorbahuli Nala,0.95,0.599,0.05,True,0.079,poor,0.28,RESTING,resting,monsoon,SAFE,29.2,Daylight,Camera Trap (Wildlife),11.365,observation,normal,0.0
a98583d2-fb2,246,002552.jpg,2022-07-05 12:00:00,CAM-0111,21.62798,79.12392,G007001,buffer,buffer,scrub,West Buffer,CAM-0111,crossing,CAM-0111,0.0,0.0,0.0,HR-246,0.575,True,0.915,2.655,2.813,Bodhali,1.709,West Buffer Stream,0.512,0.756,0.447,True,0.61,partial,0.58,RESTING,resting,monsoon,CAUTION,30.2,Daylight,Camera Trap (Wildlife),2.813,observation,normal,0.0
82347942-b26,247,003177.jpg,2022-07-05 12:00:00,CAM-0102,21.569383,79.220994,G004006,core_forest,core_forest,teak_forest,Sillari Buffer Sector,CAM-0102,animal_trail,CAM-0083,2.13,352.5,0.71,HR-247,1.147,True,2.457,7.985,6.412,Sawara,2.82,Jamni River,0.768,0.573,0.172,True,0.08,partial,0.58,RESTING,resting,monsoon,SAFE,31.2,Daylight,Camera Trap (Wildlife),6.412,observation,normal,0.0
fac6baf8-4fe,253,002269.jpg,2022-07-05 12:00:00,CAM-0025,21.679297,79.184406,G010004,core_forest,core_forest,mixed_forest,West Pench,CAM-0025,streambed,CAM-0030,2.343,5.2,0.78,HR-253,1.534,True,5.686,9.251,7.192,Bodalkasa,6.227,Pench River North,0.735,0.0,0.05,True,0.069,partial,0.52,RESTING,resting,monsoon,SAFE,31.9,Daylight,Camera Trap (Wildlife),7.192,observation,normal,0.0
eddad88c-ebb,256,003523.jpg,2022-07-05 12:00:00,CAM-0002,21.622489,79.301077,G007010,core_forest,core_forest,mixed_forest,East Pench,CAM-0002,streambed,CAM-0003,1.393,0.9,0.46,HR-256,1.157,True,6.151,9.945,8.722,Sillari,3.745,Pench River Main,0.824,0.433,0.05,True,0.445,good,0.86,RESTING,resting,monsoon,SAFE,31.6,Daylight,Camera Trap (Wildlife),8.722,observation,normal,0.0
13b2ecb2-1a1,0,002253.jpg,2022-07-05 15:00:00,CAM-0113,21.587896,79.141935,G005002,buffer,buffer,grassland,West Buffer,CAM-0113,animal_trail,CAM-0062,1.9,270.8,0.63,HR-0,2.53,True,0.105,4.252,3.818,Jamun,2.503,Saleghat Nala,1.0,0.885,0.205,True,0.056,partial,0.52,SLOW,slow_movement,monsoon,CAUTION,29.2,Daylight,Camera Trap (Wildlife),3.818,observation,first_buffer_entry,0.55
90f10d10-bb5,13,003707.jpg,2022-07-05 15:00:00,CAM-0013,21.644528,79.299705,G008010,core_forest,core_forest,teak_forest,East Pench,CAM-0013,crossing,CAM-0013,0.0,0.0,0.0,HR-13,1.479,True,7.859,10.859,9.498,Sillari,2.018,Kulbehra Stream,1.0,0.635,0.05,True,0.117,occluded,0.35,RESTING,resting,monsoon,SAFE,29.1,Daylight,Camera Trap (Wildlife),9.498,observation,normal,0.0
fe7a2b2d-138,57,004794.jpg,2022-07-05 15:00:00,CAM-0082,21.517311,79.241654,G001007,buffer,buffer,teak_forest,Paoni Buffer,CAM-0082,ridge,CAM-0082,0.0,0.0,0.0,HR-57,1.54,True,3.079,2.398,2.373,Paoni,2.638,Paoni Nala,0.563,0.572,0.465,True,0.31,excellent,0.88,SLOW,slow_movement,monsoon,CAUTION,29.3,Daylight,Camera Trap (Wildlife),2.373,observation,normal,0.0
6edd4d43-f3e,72,000974.jpg,2022-07-05 15:00:00,CAM-0033,21.679446,79.200519,G010005,core_forest,core_forest,mixed_forest,West Pench,CAM-0033,streambed,CAM-0025,1.66,89.4,0.55,HR-72,1.804,True,7.394,10.532,7.912,Bodalkasa,4.911,Pench River North,0.74,0.0,0.083,True,0.056,occluded,0.39,RESTING,resting,monsoon,SAFE,29.0,Daylight,Camera Trap (Wildlife),7.912,observation,normal,0.0
acdfd57c-eb5,76,002193.jpg,2022-07-05 15:00:00,CAM-0016,21.662339,79.320583,G009011,core_forest,core_forest,riparian_forest,East Pench,CAM-0016,streambed,CAM-0016,0.0,0.0,0.0,HR-76,0.525,True,5.961,8.714,7.561,Kolitmara,1.121,Kulbehra Stream,1.0,0.856,0.056,True,0.167,occluded,0.32,RESTING,resting,monsoon,SAFE,28.5,Daylight,Camera Trap (Wildlife),7.561,observation,normal,0.0
c24921c4-339,97,002893.jpg,2022-07-05 15:00:00,CAM-0116,21.749952,79.239813,G014007,buffer,buffer,teak_forest,North Buffer,CAM-0116,animal_trail,CAM-0119,2.316,259.9,0.77,HR-97,0.939,True,0.089,2.544,1.221,Ghatpendhari,3.97,Devalapar Waterhole,0.468,0.317,0.508,True,0.374,excellent,0.92,SLOW,slow_movement,monsoon,CAUTION,29.0,Daylight,Camera Trap (Wildlife),1.221,observation,normal,0.0
753d5b04-356,114,001944.jpg,2022-07-05 15:00:00,CAM-0039,21.65985,79.243359,G009007,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0039,ridge,CAM-0039,0.0,0.0,0.0,HR-114,0.306,True,9.897,12.511,10.371,Bandara,1.785,Chorbahuli Nala,1.0,0.66,0.05,True,0.352,excellent,0.92,RESTING,resting,monsoon,SAFE,29.0,Daylight,Camera Trap (Wildlife),10.371,observation,normal,0.0
4a5c2524-033,126,004640.jpg,2022-07-05 15:00:00,CAM-0053,21.715437,79.239766,G012007,core_forest,core_forest,teak_forest,Devalapar,CAM-0053,crossing,CAM-0116,3.831,180.1,1.28,HR-126,1.4,True,3.741,6.37,4.562,Bandara,0.778,Pench River North,1.0,0.873,0.18,True,0.321,excellent,0.89,SLOW,slow_movement,monsoon,SAFE,29.8,Daylight,Camera Trap (Wildlife),4.562,observation,normal,0.0
33d75901-098,129,003211.jpg,2022-07-05 15:00:00,CAM-0052,21.622385,79.277484,G007009,core_forest,core_forest,mixed_forest,Chorbahuli,CAM-0052,animal_trail,CAM-0038,1.952,92.3,0.65,HR-129,1.516,True,7.311,11.458,11.091,Pipariya,1.539,NH-44 Culvert Pool,0.893,0.876,0.249,True,0.087,occluded,0.34,RESTING,resting,monsoon,SAFE,30.7,Daylight,Camera Trap (Wildlife),11.091,observation,normal,0.0
56f8ebab-bbf,211,004209.jpg,2022-07-05 15:00:00,CAM-0006,21.625225,79.318854,G007011,core_forest,core_forest,bamboo,East Pench,CAM-0006,animal_trail,CAM-0019,2.078,266.7,0.69,HR-211,2.432,True,5.017,8.316,6.969,Sillari,2.98,East Pench Nala,0.811,0.521,0.159,True,0.079,partial,0.59,RESTING,resting,monsoon,SAFE,29.8,Daylight,Camera Trap (Wildlife),6.969,observation,normal,0.0
8b19c4ca-a97,264,003018.jpg,2022-07-05 15:00:00,CAM-0011,21.680818,79.296324,G010010,core_forest,core_forest,mixed_forest,East Pench,CAM-0011,forest_road,CAM-0009,2.151,358.2,0.72,HR-264,2.198,True,5.621,9.253,7.262,Manegaon,2.706,Kulbehra Stream,0.857,0.597,0.073,True,0.108,occluded,0.36,RESTING,resting,monsoon,SAFE,31.9,Daylight,Camera Trap (Wildlife),7.262,observation,normal,0.0
a83c28c1-f35,273,003700.jpg,2022-07-05 15:00:00,CAM-0112,21.604546,79.122395,G006001,buffer,buffer,mixed_forest,West Buffer,CAM-0112,animal_trail,CAM-0110,1.531,344.2,0.51,HR-273,1.161,True,1.342,2.486,2.513,Teliya,1.388,West Buffer Stream,0.49,0.496,0.474,True,0.066,poor,0.27,RESTING,resting,monsoon,CAUTION,31.6,Daylight,Camera Trap (Wildlife),2.513,observation,normal,0.0
de37fdfd-e8d,25,004141.jpg,2022-07-05 18:00:00,CAM-0016,21.662339,79.320583,G009011,core_forest,core_forest,riparian_forest,East Pench,CAM-0016,streambed,CAM-0104,1.64,173.5,0.55,HR-25,1.727,True,5.961,8.714,7.561,Kolitmara,1.121,Kulbehra Stream,0.778,0.617,0.084,True,0.066,poor,0.25,SLOW,slow_movement,monsoon,SAFE,25.4,Dawn / Dusk,Camera Trap (Wildlife),7.561,observation,normal,0.0
796ced7f-262,51,000820.jpg,2022-07-05 18:00:00,CAM-0015,21.64353,79.358313,G008013,core_forest,core_forest,teak_forest,East Pench,CAM-0015,animal_trail,CAM-0015,0.0,0.0,0.0,HR-51,0.837,True,1.458,4.367,3.799,Pangdi,3.003,East Pench Nala,0.807,0.517,0.203,True,0.33,partial,0.55,SLOW,slow_movement,monsoon,SAFE,24.8,Dawn / Dusk,Camera Trap (Wildlife),3.799,observation,normal,0.0
a729a43e-457,66,001587.jpg,2022-07-05 18:00:00,CAM-0096,21.518405,79.2607,G001008,buffer,buffer,mixed_forest,Nagalwadi Buffer,CAM-0096,ridge,CAM-0096,0.0,0.0,0.0,HR-66,0.744,True,3.345,1.941,2.266,Chargaon,4.385,Paoni Nala,0.502,0.272,0.67,True,0.687,poor,0.31,SLOW,slow_movement,monsoon,CAUTION,24.6,Dawn / Dusk,Camera Trap (Wildlife),2.266,observation,normal,0.0
b732147a-362,85,002775.jpg,2022-07-05 18:00:00,CAM-0092,21.536769,79.320955,G002011,buffer,buffer,scrub,Nagalwadi Buffer,CAM-0092,ridge,CAM-0087,1.673,176.4,0.56,HR-85,0.215,True,3.347,0.874,1.197,Khapa,10.425,Paoni Nala,0.327,0.0,0.5,True,0.265,good,0.85,SLOW,slow_movement,monsoon,CAUTION,26.7,Dawn / Dusk,CCTV / Solar Camera,1.197,observation,normal,0.0
d9fe2b1f-fcf,117,000755.jpg,2022-07-05 18:00:00,CAM-0018,21.623605,79.35515,G007013,core_forest,core_forest,teak_forest,East Pench,CAM-0018,animal_trail,CAM-0019,1.691,100.3,0.56,HR-117,2.234,True,1.368,4.533,3.333,Sillari,3.911,East Pench Nala,0.811,0.521,0.159,True,0.2,occluded,0.33,NORMAL,normal_travel,monsoon,SAFE,24.8,Dawn / Dusk,Camera Trap (Wildlife),3.333,observation,normal,0.0
178609d9-2c0,130,001600.jpg,2022-07-05 18:00:00,CAM-0024,21.699067,79.200892,G011005,core_forest,core_forest,bamboo,West Pench,CAM-0024,animal_trail,CAM-0022,1.751,189.5,0.58,HR-130,0.262,True,5.281,8.376,6.195,Bodalkasa,3.717,Pench River North,0.86,0.422,0.165,True,0.06,poor,0.25,NORMAL,normal_travel,monsoon,SAFE,25.9,Dawn / Dusk,Camera Trap (Wildlife),6.195,observation,normal,0.0
0506586c-7ab,132,002668.jpg,2022-07-05 18:00:00,CAM-0077,21.51735,79.20265,G001005,buffer,buffer,scrub,Paoni Buffer,CAM-0077,ridge,CAM-0074,1.649,270.8,0.55,HR-132,2.323,True,3.508,2.07,0.378,Sawara,2.273,Paoni Nala,0.695,0.674,0.466,True,0.054,poor,0.29,NORMAL,normal_travel,monsoon,CAUTION,25.0,Dawn / Dusk,Camera Trap (Wildlife),0.378,observation,normal,0.0
a04964b7-1cf,153,003027.jpg,2022-07-05 18:00:00,CAM-0085,21.550547,79.204509,G003005,core_forest,core_forest,mixed_forest,Paoni Buffer,CAM-0085,crossing,CAM-0083,1.975,270.6,0.66,HR-153,1.185,True,0.177,5.76,3.973,Sawara,2.783,Paoni Nala,0.783,0.471,0.191,True,0.188,poor,0.26,NORMAL,normal_travel,monsoon,SAFE,27.0,Dawn / Dusk,Camera Trap (Wildlife),3.973,observation,normal,0.0
03362bb4-2aa,229,002430.jpg,2022-07-05 18:00:00,CAM-0063,21.624073,79.180131,G007004,core_forest,core_forest,mixed_forest,Saleghat,CAM-0063,forest_road,CAM-0068,1.55,103.0,0.52,HR-229,1.747,True,5.251,8.895,8.092,Wadamba,3.584,Saleghat Nala,0.786,0.441,0.098,True,0.083,partial,0.58,NORMAL,normal_travel,monsoon,SAFE,25.2,Dawn / Dusk,Camera Trap (Wildlife),8.092,observation,normal,0.0
466a4d7b-1db,267,002450.jpg,2022-07-05 18:00:00,CAM-0062,21.587664,79.160376,G005003,core_forest,core_forest,riparian_forest,Saleghat,CAM-0062,waterhole_approach,CAM-0062,0.0,0.0,0.0,HR-267,1.616,True,1.584,6.245,3.668,Wadamba,0.943,Saleghat Nala,1.0,0.885,0.205,True,0.435,partial,0.52,SLOW,slow_movement,monsoon,SAFE,28.0,Dawn / Dusk,Camera Trap (Wildlife),3.668,observation,prey_driven_movement,0.4
bb04922e-a9e,274,001838.jpg,2022-07-05 18:00:00,CAM-0056,21.733428,79.222533,G013006,core_forest,core_forest,mixed_forest,Devalapar,CAM-0056,animal_trail,CAM-0056,0.0,0.0,0.0,HR-274,0.932,True,1.799,4.477,2.836,Hiwra,2.9,Pench River North,0.919,0.459,0.235,True,0.088,partial,0.51,SLOW,slow_movement,monsoon,SAFE,28.0,Dawn / Dusk,Camera Trap (Wildlife),2.836,observation,normal,0.0
8565cfab-cd3,1,001151.jpg,2022-07-05 21:00:00,CAM-0026,21.661419,79.202975,G009005,core_forest,core_forest,mixed_forest,West Pench,CAM-0026,animal_trail,CAM-0030,2.154,80.7,0.72,HR-1,1.366,True,7.934,11.43,9.781,Bodalkasa,5.175,Chorbahuli Nala,0.735,0.0,0.05,True,0.056,partial,0.53,NORMAL,normal_travel,monsoon,SAFE,25.5,Night (IR Flash),Camera Trap (Wildlife),9.781,observation,normal,0.0
7de12a2c-744,6,001520.jpg,2022-07-05 21:00:00,CAM-0111,21.62798,79.12392,G007001,buffer,buffer,scrub,West Buffer,CAM-0111,crossing,CAM-0111,0.0,0.0,0.0,HR-6,0.589,True,0.915,2.655,2.813,Bodhali,1.709,West Buffer Stream,0.512,0.756,0.447,True,0.563,good_ir,0.76,RESTING,resting,monsoon,CAUTION,24.9,Night (IR Flash),Camera Trap (Wildlife),2.813,observation,normal,0.0
84574256-815,13,004670.jpg,2022-07-05 21:00:00,CAM-0016,21.662339,79.320583,G009011,core_forest,core_forest,riparian_forest,East Pench,CAM-0016,streambed,CAM-0013,2.921,47.4,0.97,HR-13,1.586,True,5.961,8.714,7.561,Kolitmara,1.121,Kulbehra Stream,1.0,0.856,0.056,True,0.118,poor,0.26,RESTING,resting,monsoon,SAFE,26.6,Night (IR Flash),Camera Trap (Wildlife),7.561,observation,normal,0.0
ef2589de-d68,33,004033.jpg,2022-07-05 21:00:00,CAM-0014,21.608399,79.358705,G006013,core_forest,core_forest,teak_forest,East Pench,CAM-0014,streambed,CAM-0019,2.842,134.4,0.95,HR-33,2.77,True,0.423,3.524,2.738,Sillari,5.483,East Pench Nala,0.722,0.08,0.24,True,0.156,poor,0.26,NORMAL,normal_travel,monsoon,SAFE,26.1,Night (IR Flash),Camera Trap (Wildlife),2.738,observation,normal,0.0
ebb765bf-0a2,69,003544.jpg,2022-07-05 21:00:00,CAM-0023,21.698385,79.14569,G011002,core_forest,core_forest,mixed_forest,West Pench,CAM-0023,forest_road,CAM-0031,1.838,9.0,0.61,HR-69,1.752,True,1.19,4.792,3.414,Pitesur,4.576,Bodalkasa Waterhole,0.755,0.205,0.228,True,0.087,poor,0.3,RESTING,resting,monsoon,SAFE,25.3,Night (IR Flash),Camera Trap (Wildlife),3.414,observation,normal,0.0
91afd590-2c9,129,000317.jpg,2022-07-05 21:00:00,CAM-0038,21.623079,79.258551,G007008,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0038,streambed,CAM-0052,1.952,272.3,0.65,HR-129,0.632,True,8.095,12.688,12.685,Khapa,1.016,NH-44 Culvert Pool,0.893,0.876,0.249,True,0.198,partial,0.54,RESTING,resting,monsoon,SAFE,26.0,Night (IR Flash),Camera Trap (Wildlife),12.685,observation,normal,0.0
